order_code,plan_code,plan_line_number,item_code,bom_code,bom_version_number,target_quantity,unit_code,planned_starts_on,planned_ends_on,production_line_name,status,notes
production_order_2026_00544,plan_2026_0022,2,fg_0044,bom_fg_0044,1,4391,piece,2026-04-07,2026-04-09,Dây chuyền 04,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00545,plan_2026_0023,1,fg_0045,bom_fg_0045,1,4528,piece,2026-05-07,2026-05-09,Dây chuyền 05,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00546,plan_2026_0023,2,fg_0046,bom_fg_0046,1,4665,piece,2026-05-08,2026-05-10,Dây chuyền 06,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00547,plan_2026_0024,1,fg_0047,bom_fg_0047,1,4802,piece,2026-06-12,2026-06-14,Dây chuyền 07,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00548,plan_2026_0024,2,fg_0048,bom_fg_0048,1,4939,piece,2026-06-13,2026-06-15,Dây chuyền 08,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00549,plan_2026_0025,1,fg_0049,bom_fg_0049,1,5076,piece,2026-07-13,2026-07-15,Dây chuyền 09,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00550,plan_2026_0025,2,fg_0050,bom_fg_0050,1,5213,piece,2026-07-14,2026-07-16,Dây chuyền 10,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00551,plan_2026_0026,1,fg_0051,bom_fg_0051,1,5350,piece,2026-08-18,2026-08-20,Dây chuyền 11,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00552,plan_2026_0026,2,fg_0052,bom_fg_0052,1,5487,piece,2026-08-19,2026-08-21,Dây chuyền 12,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00553,plan_2026_0027,1,fg_0053,bom_fg_0053,1,5624,piece,2026-09-19,2026-09-21,Dây chuyền 01,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00554,plan_2026_0027,2,fg_0054,bom_fg_0054,1,5761,piece,2026-09-20,2026-09-22,Dây chuyền 02,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00555,plan_2026_0028,1,fg_0055,bom_fg_0055,1,5898,piece,2026-01-04,2026-01-06,Dây chuyền 03,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00556,plan_2026_0028,2,fg_0056,bom_fg_0056,1,6035,piece,2026-01-05,2026-01-07,Dây chuyền 04,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00557,plan_2026_0029,1,fg_0057,bom_fg_0057,1,6172,piece,2026-02-05,2026-02-07,Dây chuyền 05,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00558,plan_2026_0029,2,fg_0058,bom_fg_0058,1,6309,piece,2026-02-06,2026-02-08,Dây chuyền 06,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00559,plan_2026_0030,1,fg_0059,bom_fg_0059,1,6446,piece,2026-03-10,2026-03-12,Dây chuyền 07,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00560,plan_2026_0030,2,fg_0060,bom_fg_0060,1,6583,piece,2026-03-11,2026-03-13,Dây chuyền 08,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00561,plan_2026_0031,1,fg_0061,bom_fg_0061,1,6720,piece,2026-04-11,2026-04-13,Dây chuyền 09,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00562,plan_2026_0031,2,fg_0062,bom_fg_0062,1,6857,piece,2026-04-12,2026-04-14,Dây chuyền 10,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00563,plan_2026_0032,1,fg_0063,bom_fg_0063,1,6994,piece,2026-05-16,2026-05-18,Dây chuyền 11,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00564,plan_2026_0032,2,fg_0064,bom_fg_0064,1,7131,piece,2026-05-17,2026-05-19,Dây chuyền 12,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00565,plan_2026_0033,1,fg_0065,bom_fg_0065,1,7268,piece,2026-06-17,2026-06-19,Dây chuyền 01,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00566,plan_2026_0033,2,fg_0066,bom_fg_0066,1,7405,piece,2026-06-18,2026-06-20,Dây chuyền 02,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00567,plan_2026_0034,1,fg_0067,bom_fg_0067,1,7542,piece,2026-07-22,2026-07-24,Dây chuyền 03,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00568,plan_2026_0034,2,fg_0068,bom_fg_0068,1,7679,piece,2026-07-23,2026-07-25,Dây chuyền 04,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00569,plan_2026_0035,1,fg_0069,bom_fg_0069,1,7816,piece,2026-08-03,2026-08-05,Dây chuyền 05,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00570,plan_2026_0035,2,fg_0070,bom_fg_0070,1,7953,piece,2026-08-04,2026-08-06,Dây chuyền 06,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00571,plan_2026_0036,1,fg_0071,bom_fg_0071,1,8090,piece,2026-09-08,2026-09-10,Dây chuyền 07,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00572,plan_2026_0036,2,fg_0072,bom_fg_0072,1,8227,piece,2026-09-09,2026-09-11,Dây chuyền 08,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00573,plan_2026_0037,1,fg_0073,bom_fg_0073,1,8364,piece,2026-01-09,2026-01-11,Dây chuyền 09,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00574,plan_2026_0037,2,fg_0074,bom_fg_0074,1,8501,piece,2026-01-10,2026-01-12,Dây chuyền 10,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00575,plan_2026_0038,1,fg_0075,bom_fg_0075,1,8638,piece,2026-02-14,2026-02-16,Dây chuyền 11,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00576,plan_2026_0038,2,fg_0076,bom_fg_0076,1,8775,piece,2026-02-15,2026-02-17,Dây chuyền 12,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00577,plan_2026_0039,1,fg_0077,bom_fg_0077,1,8912,piece,2026-03-15,2026-03-17,Dây chuyền 01,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00578,plan_2026_0039,2,fg_0078,bom_fg_0078,1,9049,piece,2026-03-16,2026-03-18,Dây chuyền 02,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00579,plan_2026_0040,1,fg_0079,bom_fg_0079,1,9186,piece,2026-04-20,2026-04-22,Dây chuyền 03,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00580,plan_2026_0040,2,fg_0080,bom_fg_0080,1,9323,piece,2026-04-21,2026-04-23,Dây chuyền 04,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00581,plan_2026_0041,1,fg_0081,bom_fg_0081,1,9460,piece,2026-05-01,2026-05-03,Dây chuyền 05,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00582,plan_2026_0041,2,fg_0082,bom_fg_0082,1,9597,piece,2026-05-02,2026-05-04,Dây chuyền 06,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00583,plan_2026_0042,1,fg_0083,bom_fg_0083,1,9734,piece,2026-06-06,2026-06-08,Dây chuyền 07,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00584,plan_2026_0042,2,fg_0084,bom_fg_0084,1,9871,piece,2026-06-07,2026-06-09,Dây chuyền 08,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00585,plan_2026_0043,1,fg_0085,bom_fg_0085,1,2008,piece,2026-07-07,2026-07-09,Dây chuyền 09,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00586,plan_2026_0043,2,fg_0086,bom_fg_0086,1,2145,piece,2026-07-08,2026-07-10,Dây chuyền 10,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00587,plan_2026_0044,1,fg_0087,bom_fg_0087,1,2282,piece,2026-08-12,2026-08-14,Dây chuyền 11,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00588,plan_2026_0044,2,fg_0088,bom_fg_0088,1,2419,piece,2026-08-13,2026-08-15,Dây chuyền 12,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00589,plan_2026_0045,1,fg_0089,bom_fg_0089,1,2556,piece,2026-09-13,2026-09-15,Dây chuyền 01,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00590,plan_2026_0045,2,fg_0090,bom_fg_0090,1,2693,piece,2026-09-14,2026-09-16,Dây chuyền 02,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00591,plan_2026_0046,1,fg_0091,bom_fg_0091,1,2830,piece,2026-01-18,2026-01-20,Dây chuyền 03,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00592,plan_2026_0046,2,fg_0092,bom_fg_0092,1,2967,piece,2026-01-19,2026-01-21,Dây chuyền 04,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00593,plan_2026_0047,1,fg_0093,bom_fg_0093,1,3104,piece,2026-02-19,2026-02-21,Dây chuyền 05,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00594,plan_2026_0047,2,fg_0094,bom_fg_0094,1,3241,piece,2026-02-20,2026-02-22,Dây chuyền 06,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00595,plan_2026_0048,1,fg_0095,bom_fg_0095,1,3378,piece,2026-03-04,2026-03-06,Dây chuyền 07,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00596,plan_2026_0048,2,fg_0096,bom_fg_0096,1,3515,piece,2026-03-05,2026-03-07,Dây chuyền 08,planned,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00597,plan_2026_0049,1,fg_0097,bom_fg_0097,1,3652,piece,2026-04-05,2026-04-07,Dây chuyền 09,released,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00598,plan_2026_0049,2,fg_0098,bom_fg_0098,1,3789,piece,2026-04-06,2026-04-08,Dây chuyền 10,in_progress,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00599,plan_2026_0050,1,fg_0099,bom_fg_0099,1,3926,piece,2026-05-10,2026-05-12,Dây chuyền 11,completed,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
production_order_2026_00600,plan_2026_0050,2,fg_0100,bom_fg_0100,1,4063,piece,2026-05-11,2026-05-13,Dây chuyền 12,paused,Lệnh sản xuất phát hành từ kế hoạch đã được duyệt.
