order_code,item_code,lot_code,manufactured_on,expires_on,good_quantity,defective_quantity,status,idempotency_key,inventory_receipt_code,warehouse_code,location_code,notes
production_order_2026_00552,fg_0052,production_lot_2026_00552,2026-08-20,2027-04-17,8451,7,draft,production_output_00552,,wh_finished_north,wh_finished_north_z02,Sản lượng thành phẩm theo lô.
production_order_2026_00553,fg_0053,production_lot_2026_00553,2026-09-20,2027-05-18,8552,8,draft,production_output_00553,,wh_finished_south,wh_finished_south_z03,Sản lượng thành phẩm theo lô.
production_order_2026_00554,fg_0054,production_lot_2026_00554,2026-09-21,2027-05-19,8653,9,draft,production_output_00554,,wh_finished_north,wh_finished_north_z04,Sản lượng thành phẩm theo lô.
production_order_2026_00555,fg_0055,production_lot_2026_00555,2026-01-05,2026-09-02,8754,10,draft,production_output_00555,,wh_finished_south,wh_finished_south_z05,Sản lượng thành phẩm theo lô.
production_order_2026_00556,fg_0056,production_lot_2026_00556,2026-01-06,2026-09-03,1855,11,draft,production_output_00556,,wh_finished_north,wh_finished_north_z06,Sản lượng thành phẩm theo lô.
production_order_2026_00557,fg_0057,production_lot_2026_00557,2026-02-06,2026-10-04,1956,12,draft,production_output_00557,,wh_finished_south,wh_finished_south_z07,Sản lượng thành phẩm theo lô.
production_order_2026_00558,fg_0058,production_lot_2026_00558,2026-02-07,2026-10-05,2057,13,draft,production_output_00558,,wh_finished_north,wh_finished_north_z08,Sản lượng thành phẩm theo lô.
production_order_2026_00559,fg_0059,production_lot_2026_00559,2026-03-11,2026-11-06,2158,14,draft,production_output_00559,,wh_finished_south,wh_finished_south_z09,Sản lượng thành phẩm theo lô.
production_order_2026_00560,fg_0060,production_lot_2026_00560,2026-03-12,2026-11-07,2259,15,draft,production_output_00560,,wh_finished_north,wh_finished_north_z10,Sản lượng thành phẩm theo lô.
production_order_2026_00561,fg_0061,production_lot_2026_00561,2026-04-12,2026-12-08,2360,16,draft,production_output_00561,,wh_finished_south,wh_finished_south_z01,Sản lượng thành phẩm theo lô.
production_order_2026_00562,fg_0062,production_lot_2026_00562,2026-04-13,2026-12-09,2461,0,draft,production_output_00562,,wh_finished_north,wh_finished_north_z02,Sản lượng thành phẩm theo lô.
production_order_2026_00563,fg_0063,production_lot_2026_00563,2026-05-17,2027-01-12,2562,1,draft,production_output_00563,,wh_finished_south,wh_finished_south_z03,Sản lượng thành phẩm theo lô.
production_order_2026_00564,fg_0064,production_lot_2026_00564,2026-05-18,2027-01-13,2663,2,draft,production_output_00564,,wh_finished_north,wh_finished_north_z04,Sản lượng thành phẩm theo lô.
production_order_2026_00565,fg_0065,production_lot_2026_00565,2026-06-18,2027-02-13,2764,3,draft,production_output_00565,,wh_finished_south,wh_finished_south_z05,Sản lượng thành phẩm theo lô.
production_order_2026_00566,fg_0066,production_lot_2026_00566,2026-06-19,2027-02-14,2865,4,draft,production_output_00566,,wh_finished_north,wh_finished_north_z06,Sản lượng thành phẩm theo lô.
production_order_2026_00567,fg_0067,production_lot_2026_00567,2026-07-23,2027-03-20,2966,5,draft,production_output_00567,,wh_finished_south,wh_finished_south_z07,Sản lượng thành phẩm theo lô.
production_order_2026_00568,fg_0068,production_lot_2026_00568,2026-07-24,2027-03-21,3067,6,draft,production_output_00568,,wh_finished_north,wh_finished_north_z08,Sản lượng thành phẩm theo lô.
production_order_2026_00569,fg_0069,production_lot_2026_00569,2026-08-04,2027-04-01,3168,7,draft,production_output_00569,,wh_finished_south,wh_finished_south_z09,Sản lượng thành phẩm theo lô.
production_order_2026_00570,fg_0070,production_lot_2026_00570,2026-08-05,2027-04-02,3269,8,draft,production_output_00570,,wh_finished_north,wh_finished_north_z10,Sản lượng thành phẩm theo lô.
production_order_2026_00571,fg_0071,production_lot_2026_00571,2026-09-09,2027-05-07,3370,9,draft,production_output_00571,,wh_finished_south,wh_finished_south_z01,Sản lượng thành phẩm theo lô.
production_order_2026_00572,fg_0072,production_lot_2026_00572,2026-09-10,2027-05-08,3471,10,draft,production_output_00572,,wh_finished_north,wh_finished_north_z02,Sản lượng thành phẩm theo lô.
production_order_2026_00573,fg_0073,production_lot_2026_00573,2026-01-10,2026-09-07,3572,11,draft,production_output_00573,,wh_finished_south,wh_finished_south_z03,Sản lượng thành phẩm theo lô.
production_order_2026_00574,fg_0074,production_lot_2026_00574,2026-01-11,2026-09-08,3673,12,draft,production_output_00574,,wh_finished_north,wh_finished_north_z04,Sản lượng thành phẩm theo lô.
production_order_2026_00575,fg_0075,production_lot_2026_00575,2026-02-15,2026-10-13,3774,13,draft,production_output_00575,,wh_finished_south,wh_finished_south_z05,Sản lượng thành phẩm theo lô.
production_order_2026_00576,fg_0076,production_lot_2026_00576,2026-02-16,2026-10-14,3875,14,draft,production_output_00576,,wh_finished_north,wh_finished_north_z06,Sản lượng thành phẩm theo lô.
production_order_2026_00577,fg_0077,production_lot_2026_00577,2026-03-16,2026-11-11,3976,15,draft,production_output_00577,,wh_finished_south,wh_finished_south_z07,Sản lượng thành phẩm theo lô.
production_order_2026_00578,fg_0078,production_lot_2026_00578,2026-03-17,2026-11-12,4077,16,draft,production_output_00578,,wh_finished_north,wh_finished_north_z08,Sản lượng thành phẩm theo lô.
production_order_2026_00579,fg_0079,production_lot_2026_00579,2026-04-21,2026-12-17,4178,0,draft,production_output_00579,,wh_finished_south,wh_finished_south_z09,Sản lượng thành phẩm theo lô.
production_order_2026_00580,fg_0080,production_lot_2026_00580,2026-04-22,2026-12-18,4279,1,draft,production_output_00580,,wh_finished_north,wh_finished_north_z10,Sản lượng thành phẩm theo lô.
production_order_2026_00581,fg_0081,production_lot_2026_00581,2026-05-02,2026-12-28,4380,2,draft,production_output_00581,,wh_finished_south,wh_finished_south_z01,Sản lượng thành phẩm theo lô.
production_order_2026_00582,fg_0082,production_lot_2026_00582,2026-05-03,2026-12-29,4481,3,draft,production_output_00582,,wh_finished_north,wh_finished_north_z02,Sản lượng thành phẩm theo lô.
production_order_2026_00583,fg_0083,production_lot_2026_00583,2026-06-07,2027-02-02,4582,4,draft,production_output_00583,,wh_finished_south,wh_finished_south_z03,Sản lượng thành phẩm theo lô.
production_order_2026_00584,fg_0084,production_lot_2026_00584,2026-06-08,2027-02-03,4683,5,draft,production_output_00584,,wh_finished_north,wh_finished_north_z04,Sản lượng thành phẩm theo lô.
production_order_2026_00585,fg_0085,production_lot_2026_00585,2026-07-08,2027-03-05,4784,6,draft,production_output_00585,,wh_finished_south,wh_finished_south_z05,Sản lượng thành phẩm theo lô.
production_order_2026_00586,fg_0086,production_lot_2026_00586,2026-07-09,2027-03-06,4885,7,draft,production_output_00586,,wh_finished_north,wh_finished_north_z06,Sản lượng thành phẩm theo lô.
production_order_2026_00587,fg_0087,production_lot_2026_00587,2026-08-13,2027-04-10,4986,8,draft,production_output_00587,,wh_finished_south,wh_finished_south_z07,Sản lượng thành phẩm theo lô.
production_order_2026_00588,fg_0088,production_lot_2026_00588,2026-08-14,2027-04-11,5087,9,draft,production_output_00588,,wh_finished_north,wh_finished_north_z08,Sản lượng thành phẩm theo lô.
production_order_2026_00589,fg_0089,production_lot_2026_00589,2026-09-14,2027-05-12,5188,10,draft,production_output_00589,,wh_finished_south,wh_finished_south_z09,Sản lượng thành phẩm theo lô.
production_order_2026_00590,fg_0090,production_lot_2026_00590,2026-09-15,2027-05-13,5289,11,draft,production_output_00590,,wh_finished_north,wh_finished_north_z10,Sản lượng thành phẩm theo lô.
production_order_2026_00591,fg_0091,production_lot_2026_00591,2026-01-19,2026-09-16,5390,12,draft,production_output_00591,,wh_finished_south,wh_finished_south_z01,Sản lượng thành phẩm theo lô.
production_order_2026_00592,fg_0092,production_lot_2026_00592,2026-01-20,2026-09-17,5491,13,draft,production_output_00592,,wh_finished_north,wh_finished_north_z02,Sản lượng thành phẩm theo lô.
production_order_2026_00593,fg_0093,production_lot_2026_00593,2026-02-20,2026-10-18,5592,14,draft,production_output_00593,,wh_finished_south,wh_finished_south_z03,Sản lượng thành phẩm theo lô.
production_order_2026_00594,fg_0094,production_lot_2026_00594,2026-02-21,2026-10-19,5693,15,draft,production_output_00594,,wh_finished_north,wh_finished_north_z04,Sản lượng thành phẩm theo lô.
production_order_2026_00595,fg_0095,production_lot_2026_00595,2026-03-05,2026-10-31,5794,16,draft,production_output_00595,,wh_finished_south,wh_finished_south_z05,Sản lượng thành phẩm theo lô.
production_order_2026_00596,fg_0096,production_lot_2026_00596,2026-03-06,2026-11-01,5895,0,draft,production_output_00596,,wh_finished_north,wh_finished_north_z06,Sản lượng thành phẩm theo lô.
production_order_2026_00597,fg_0097,production_lot_2026_00597,2026-04-06,2026-12-02,5996,1,draft,production_output_00597,,wh_finished_south,wh_finished_south_z07,Sản lượng thành phẩm theo lô.
production_order_2026_00598,fg_0098,production_lot_2026_00598,2026-04-07,2026-12-03,6097,2,draft,production_output_00598,,wh_finished_north,wh_finished_north_z08,Sản lượng thành phẩm theo lô.
production_order_2026_00599,fg_0099,production_lot_2026_00599,2026-05-11,2027-01-06,6198,3,draft,production_output_00599,,wh_finished_south,wh_finished_south_z09,Sản lượng thành phẩm theo lô.
production_order_2026_00600,fg_0100,production_lot_2026_00600,2026-05-12,2027-01-07,6299,4,draft,production_output_00600,,wh_finished_north,wh_finished_north_z10,Sản lượng thành phẩm theo lô.
