receipt_code,warehouse_code,supplier_code,source_module,source_document_code,reference_number,status,idempotency_key,posted_at,notes
receipt_2025_00144,wh_packaging,supplier_024,,,purchase_order_2026_00144,cancelled,receipt_2026_00144,2026-08-14T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00145,wh_raw_south,supplier_025,,,purchase_order_2025_00145,draft,receipt_2025_00145,2025-01-01T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00146,wh_raw_north,supplier_026,,,purchase_order_2026_00146,pending,receipt_2026_00146,2026-06-12T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00147,wh_finished_south,supplier_027,,,purchase_order_2025_00147,posted,receipt_2025_00147,2025-11-23T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00148,wh_finished_north,supplier_028,,,purchase_order_2026_00148,cancelled,receipt_2026_00148,2026-04-10T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00149,wh_cold,supplier_029,,,purchase_order_2025_00149,draft,receipt_2025_00149,2025-09-21T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00150,wh_packaging,supplier_030,,,purchase_order_2026_00150,pending,receipt_2026_00150,2026-02-08T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00151,wh_raw_south,supplier_001,,,purchase_order_2025_00151,posted,receipt_2025_00151,2025-07-19T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00152,wh_raw_north,supplier_002,,,purchase_order_2026_00152,cancelled,receipt_2026_00152,2026-12-06T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00153,wh_finished_south,supplier_003,,,purchase_order_2025_00153,draft,receipt_2025_00153,2025-05-17T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00154,wh_finished_north,supplier_004,,,purchase_order_2026_00154,pending,receipt_2026_00154,2026-10-04T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00155,wh_cold,supplier_005,,,purchase_order_2025_00155,posted,receipt_2025_00155,2025-03-15T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00156,wh_packaging,supplier_006,,,purchase_order_2026_00156,cancelled,receipt_2026_00156,2026-08-02T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00157,wh_raw_south,supplier_007,,,purchase_order_2025_00157,draft,receipt_2025_00157,2025-01-13T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00158,wh_raw_north,supplier_008,,,purchase_order_2026_00158,pending,receipt_2026_00158,2026-06-24T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00159,wh_finished_south,supplier_009,,,purchase_order_2025_00159,posted,receipt_2025_00159,2025-11-11T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00160,wh_finished_north,supplier_010,,,purchase_order_2026_00160,cancelled,receipt_2026_00160,2026-04-22T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00161,wh_cold,supplier_011,,,purchase_order_2025_00161,draft,receipt_2025_00161,2025-09-09T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00162,wh_packaging,supplier_012,,,purchase_order_2026_00162,pending,receipt_2026_00162,2026-02-20T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00163,wh_raw_south,supplier_013,,,purchase_order_2025_00163,posted,receipt_2025_00163,2025-07-07T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00164,wh_raw_north,supplier_014,,,purchase_order_2026_00164,cancelled,receipt_2026_00164,2026-12-18T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00165,wh_finished_south,supplier_015,,,purchase_order_2025_00165,draft,receipt_2025_00165,2025-05-05T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00166,wh_finished_north,supplier_016,,,purchase_order_2026_00166,pending,receipt_2026_00166,2026-10-16T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00167,wh_cold,supplier_017,,,purchase_order_2025_00167,posted,receipt_2025_00167,2025-03-03T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00168,wh_packaging,supplier_018,,,purchase_order_2026_00168,cancelled,receipt_2026_00168,2026-08-14T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00169,wh_raw_south,supplier_019,,,purchase_order_2025_00169,draft,receipt_2025_00169,2025-01-01T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00170,wh_raw_north,supplier_020,,,purchase_order_2026_00170,pending,receipt_2026_00170,2026-06-12T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00171,wh_finished_south,supplier_021,,,purchase_order_2025_00171,posted,receipt_2025_00171,2025-11-23T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00172,wh_finished_north,supplier_022,,,purchase_order_2026_00172,cancelled,receipt_2026_00172,2026-04-10T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00173,wh_cold,supplier_023,,,purchase_order_2025_00173,draft,receipt_2025_00173,2025-09-21T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00174,wh_packaging,supplier_024,,,purchase_order_2026_00174,pending,receipt_2026_00174,2026-02-08T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00175,wh_raw_south,supplier_025,,,purchase_order_2025_00175,posted,receipt_2025_00175,2025-07-19T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00176,wh_raw_north,supplier_026,,,purchase_order_2026_00176,cancelled,receipt_2026_00176,2026-12-06T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00177,wh_finished_south,supplier_027,,,purchase_order_2025_00177,draft,receipt_2025_00177,2025-05-17T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00178,wh_finished_north,supplier_028,,,purchase_order_2026_00178,pending,receipt_2026_00178,2026-10-04T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00179,wh_cold,supplier_029,,,purchase_order_2025_00179,posted,receipt_2025_00179,2025-03-15T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00180,wh_packaging,supplier_030,,,purchase_order_2026_00180,cancelled,receipt_2026_00180,2026-08-02T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00181,wh_raw_south,supplier_001,,,purchase_order_2025_00181,draft,receipt_2025_00181,2025-01-13T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00182,wh_raw_north,supplier_002,,,purchase_order_2026_00182,pending,receipt_2026_00182,2026-06-24T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00183,wh_finished_south,supplier_003,,,purchase_order_2025_00183,posted,receipt_2025_00183,2025-11-11T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00184,wh_finished_north,supplier_004,,,purchase_order_2026_00184,cancelled,receipt_2026_00184,2026-04-22T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00185,wh_cold,supplier_005,,,purchase_order_2025_00185,draft,receipt_2025_00185,2025-09-09T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00186,wh_packaging,supplier_006,,,purchase_order_2026_00186,pending,receipt_2026_00186,2026-02-20T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00187,wh_raw_south,supplier_007,,,purchase_order_2025_00187,posted,receipt_2025_00187,2025-07-07T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00188,wh_raw_north,supplier_008,,,purchase_order_2026_00188,cancelled,receipt_2026_00188,2026-12-18T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00189,wh_finished_south,supplier_009,,,purchase_order_2025_00189,draft,receipt_2025_00189,2025-05-05T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00190,wh_finished_north,supplier_010,,,purchase_order_2026_00190,pending,receipt_2026_00190,2026-10-16T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00191,wh_cold,supplier_011,,,purchase_order_2025_00191,posted,receipt_2025_00191,2025-03-03T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00192,wh_packaging,supplier_012,,,purchase_order_2026_00192,cancelled,receipt_2026_00192,2026-08-14T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00193,wh_raw_south,supplier_013,,,purchase_order_2025_00193,draft,receipt_2025_00193,2025-01-01T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00194,wh_raw_north,supplier_014,,,purchase_order_2026_00194,pending,receipt_2026_00194,2026-06-12T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00195,wh_finished_south,supplier_015,,,purchase_order_2025_00195,posted,receipt_2025_00195,2025-11-23T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00196,wh_finished_north,supplier_016,,,purchase_order_2026_00196,cancelled,receipt_2026_00196,2026-04-10T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00197,wh_cold,supplier_017,,,purchase_order_2025_00197,draft,receipt_2025_00197,2025-09-21T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00198,wh_packaging,supplier_018,,,purchase_order_2026_00198,pending,receipt_2026_00198,2026-02-08T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00199,wh_raw_south,supplier_019,,,purchase_order_2025_00199,posted,receipt_2025_00199,2025-07-19T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00200,wh_raw_north,supplier_020,,,purchase_order_2026_00200,cancelled,receipt_2026_00200,2026-12-06T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00201,wh_finished_south,supplier_021,,,purchase_order_2025_00201,draft,receipt_2025_00201,2025-05-17T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00202,wh_finished_north,supplier_022,,,purchase_order_2026_00202,pending,receipt_2026_00202,2026-10-04T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00203,wh_cold,supplier_023,,,purchase_order_2025_00203,posted,receipt_2025_00203,2025-03-15T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00204,wh_packaging,supplier_024,,,purchase_order_2026_00204,cancelled,receipt_2026_00204,2026-08-02T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00205,wh_raw_south,supplier_025,,,purchase_order_2025_00205,draft,receipt_2025_00205,2025-01-13T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00206,wh_raw_north,supplier_026,,,purchase_order_2026_00206,pending,receipt_2026_00206,2026-06-24T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00207,wh_finished_south,supplier_027,,,purchase_order_2025_00207,posted,receipt_2025_00207,2025-11-11T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00208,wh_finished_north,supplier_028,,,purchase_order_2026_00208,cancelled,receipt_2026_00208,2026-04-22T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00209,wh_cold,supplier_029,,,purchase_order_2025_00209,draft,receipt_2025_00209,2025-09-09T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00210,wh_packaging,supplier_030,,,purchase_order_2026_00210,pending,receipt_2026_00210,2026-02-20T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00211,wh_raw_south,supplier_001,,,purchase_order_2025_00211,posted,receipt_2025_00211,2025-07-07T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00212,wh_raw_north,supplier_002,,,purchase_order_2026_00212,cancelled,receipt_2026_00212,2026-12-18T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00213,wh_finished_south,supplier_003,,,purchase_order_2025_00213,draft,receipt_2025_00213,2025-05-05T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00214,wh_finished_north,supplier_004,,,purchase_order_2026_00214,pending,receipt_2026_00214,2026-10-16T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00215,wh_cold,supplier_005,,,purchase_order_2025_00215,posted,receipt_2025_00215,2025-03-03T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00216,wh_packaging,supplier_006,,,purchase_order_2026_00216,cancelled,receipt_2026_00216,2026-08-14T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00217,wh_raw_south,supplier_007,,,purchase_order_2025_00217,draft,receipt_2025_00217,2025-01-01T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00218,wh_raw_north,supplier_008,,,purchase_order_2026_00218,pending,receipt_2026_00218,2026-06-12T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00219,wh_finished_south,supplier_009,,,purchase_order_2025_00219,posted,receipt_2025_00219,2025-11-23T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00220,wh_finished_north,supplier_010,,,purchase_order_2026_00220,cancelled,receipt_2026_00220,2026-04-10T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00221,wh_cold,supplier_011,,,purchase_order_2025_00221,draft,receipt_2025_00221,2025-09-21T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00222,wh_packaging,supplier_012,,,purchase_order_2026_00222,pending,receipt_2026_00222,2026-02-08T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00223,wh_raw_south,supplier_013,,,purchase_order_2025_00223,posted,receipt_2025_00223,2025-07-19T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00224,wh_raw_north,supplier_014,,,purchase_order_2026_00224,cancelled,receipt_2026_00224,2026-12-06T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00225,wh_finished_south,supplier_015,,,purchase_order_2025_00225,draft,receipt_2025_00225,2025-05-17T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00226,wh_finished_north,supplier_016,,,purchase_order_2026_00226,pending,receipt_2026_00226,2026-10-04T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00227,wh_cold,supplier_017,,,purchase_order_2025_00227,posted,receipt_2025_00227,2025-03-15T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00228,wh_packaging,supplier_018,,,purchase_order_2026_00228,cancelled,receipt_2026_00228,2026-08-02T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00229,wh_raw_south,supplier_019,,,purchase_order_2025_00229,draft,receipt_2025_00229,2025-01-13T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00230,wh_raw_north,supplier_020,,,purchase_order_2026_00230,pending,receipt_2026_00230,2026-06-24T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00231,wh_finished_south,supplier_021,,,purchase_order_2025_00231,posted,receipt_2025_00231,2025-11-11T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00232,wh_finished_north,supplier_022,,,purchase_order_2026_00232,cancelled,receipt_2026_00232,2026-04-22T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00233,wh_cold,supplier_023,,,purchase_order_2025_00233,draft,receipt_2025_00233,2025-09-09T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00234,wh_packaging,supplier_024,,,purchase_order_2026_00234,pending,receipt_2026_00234,2026-02-20T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00235,wh_raw_south,supplier_025,,,purchase_order_2025_00235,posted,receipt_2025_00235,2025-07-07T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00236,wh_raw_north,supplier_026,,,purchase_order_2026_00236,cancelled,receipt_2026_00236,2026-12-18T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00237,wh_finished_south,supplier_027,,,purchase_order_2025_00237,draft,receipt_2025_00237,2025-05-05T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00238,wh_finished_north,supplier_028,,,purchase_order_2026_00238,pending,receipt_2026_00238,2026-10-16T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00239,wh_cold,supplier_029,,,purchase_order_2025_00239,posted,receipt_2025_00239,2025-03-03T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00240,wh_packaging,supplier_030,,,purchase_order_2026_00240,cancelled,receipt_2026_00240,2026-08-14T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00241,wh_raw_south,supplier_001,,,purchase_order_2025_00241,draft,receipt_2025_00241,2025-01-01T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00242,wh_raw_north,supplier_002,,,purchase_order_2026_00242,pending,receipt_2026_00242,2026-06-12T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00243,wh_finished_south,supplier_003,,,purchase_order_2025_00243,posted,receipt_2025_00243,2025-11-23T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
receipt_2025_00244,wh_finished_north,supplier_004,,,purchase_order_2026_00244,cancelled,receipt_2026_00244,2026-04-10T09:00:00+07:00,Nhập hàng theo kế hoạch cung ứng nguyên liệu.
